fold_id,cv_tag,html_id,sent_id,text,tag
8,cv850,16466,12,the way the movie was filmed in this particular part of the movie were interesting and creative .,pos
0,cv060,10844,23,"the scene is meant to bring a laugh , but it also says that no matter whether people are rich or poor , food is something which everyone has in common , and the enjoyment of food is an experience shared by all .",pos
2,cv273,29112,11,"his journey brings him to rouen , and the film's first title section , "" my little brother , "" where he meets jules , a young art student who becomes smitten with felix .",pos
2,cv265,10814,25,"another flaw with the film , though , is that the ending seems a bit tacked on .",pos
0,cv085,1381,5,now alien 3 is out .,pos
4,cv445,25882,28,and that's why it makes such an impact .,pos
2,cv207,29284,9,"with her maternal instincts working overtime , margaret quickly ferries the body out into the lake , weighs it down , and dumps it overboard .",pos
9,cv970,18450,6,"on the desert planet of tatooine the two jedi , jar jar , and amidala ( natalie portman ) attend a lengthy drag race involving the young boy anakin skywalker ( jake lloyd ) .",pos
3,cv336,10143,25,"once the double murder at stab becomes big news , the media converges on windsor , looking to interview the original victim .",pos
1,cv117,24295,22,jack black steals the show with a hilariously realistic performance as a total sleaze ball .,pos
8,cv862,14324,30,"this angers them , not for his lack of faith , but because he has the gall to say it aloud and boastfully at that .",pos
9,cv978,20929,32,judd helps the film tremendously in a difficult role .,pos
1,cv198,18180,15,rush hour is just the sort of film you'll get a kick out of on any night of the week .,pos
7,cv780,7984,2,"the teaser trailers for my best friend's wedding scarsely gave reason for hope - it looked like the sort of goofy , light-hearted comedy than might put julia roberts back in the limelight , but little more ; i'd frankly rarely seen a trailer place such an emphasis on people falling over for laughs so often .",pos
2,cv275,28887,34,mcgregor's singing voice is robust and adds vigor at just the right moments .,pos
6,cv692,15451,2,for a sequel to live up to or even surpass the original's greatness is very rare indeed .,pos
8,cv823,15569,13,"legs tap , and bodies sway even in the midst of impending disaster .",pos
2,cv263,19259,1,"its four virgin heroes are jim ( biggs ) , a chronic masturbator , kev ( nicholas ) , who desperately wants to deflower his girlfriend ( reid ) , oz ( klein ) , a lacrosse player whose approach requires some fine tuning , and finch ( eddie kaye thomas ) , a germphobe ( his crass nickname is hilarious , but i won't spoil it here ) who pays a classmate to spread rumours about the size of his member .",pos
8,cv894,2068,3,"dan gauthier , gugino's boyfriend from high school , proposes to gugino .",pos
8,cv850,16466,29,the bottom line- a few hysterical scenes save this film from sinking to the bottom .,pos
3,cv344,5312,13,he likes her personality and professional demeanor and asks to meet her in person .,pos
8,cv885,12318,7,"the puppeteering is phenomenal--observe the scenes in which jen plays his flute , or the landwalker chase--but i must stress that any thoughts of strings and hands and remote controls all but vanish in the opening moments of the picture , a delicately-narrated ( by john baddeley ) , absorbing prologue .",pos
4,cv461,19600,21,"the casting is likewise good , involving some of the most famous and beautiful stars of hollywood , ireland and spain .",pos
6,cv638,2953,73,"mickey to mallory : "" one of these days i'm gonna be cummin' for you , "" in prison , while mallory jacks mickey off .",pos
9,cv967,5788,8,"these movies , particularly "" kiki's delivery service , "" are wonderfully original and entertaining .",pos
6,cv699,7223,10,even at this point they have no idea what has happened .,pos
4,cv442,13846,35,"the saving of private ryan isn't just a dramatic device , but a thematic one .",pos
0,cv074,6875,4,"i'm not entirely sure why , exactly .",pos
2,cv251,22636,9,"however , what really is impressive is that even though there are tons of characters in several unrelated stories , the film is never confusing .",pos
7,cv733,9839,30,"with no real ambition of his own , he hooks up with jack horner to fullfill his destiny of fame .",pos
8,cv817,4041,27,"gina rivera plays molly , a dressmaker and costumer who befriends nomi , providing her with what may be the one solid , positive relationship in nomi's entire life .",pos
6,cv683,12167,21,"van peebles wanted to make sure that his vision was one of reality , not of exaggeration .",pos
5,cv594,11039,10,"after all , this is adam sandler right ? ? ?",pos
5,cv560,17175,4,"and , the capper , it has no distinct ending , and the law in hollywood films is that above all else , you must have an ending .",pos
1,cv139,12873,11,"joan sims stands out as the demanding mother-in-law , bernard bresslaw and patsy rowlands work well together as husband and wife , and carol hawkins and sherrie hewson are a welcome addition to the cast .",pos
9,cv971,10874,19,"as director , de palma sets up a number of dramatic scenes with his typical stylistic brauva .",pos
8,cv881,13254,11,"town in arizona was a good move , since this makes the film focus on the four characters and not on their surroundings .",pos
4,cv470,15952,0,""" love is the devil "" is a challenging film , munundating its audience with wild imagery and a plot structure that disallows a plot , perhaps in an attempt to get us to know the artist's psyche rather than the artist's lifeline .",pos
7,cv761,12620,24,little known facts : depp and del toro snorted plenty of powdered milk instead of cocaine .,pos
7,cv761,12620,7,"if you are prepared to get high or intoxicated before watching this film , i would say that this is one picture that you will thoroughly enjoy on a multitude of colorful levels .",pos
4,cv488,19856,28,"toni collette , as the confused , frightened , and frustrated mother who can't understand what is happening to her child ; olivia williams , as crowe's once loving wife who is shutting down emotionally due to the lack of attention from her husband ; and donnie wahlberg ( ransom ) as crowe's ex-patient , now grown , who illustrates his doctor's failure to help him in the most vivid terms imaginable .",pos
6,cv698,15253,24,"throughout , the film maintains a conflict between hubbard , who wants to use the fbi to pursue the terrorists within the letter of the law , and general devereaux ( bruce willis ) , who is in command of the army and of the mind that the greater good would be better served by suspending the law and pursuing the terrorists more forcefully .",pos
0,cv088,24113,20,the medical reports may state that he suffered a massive stroke .,pos
8,cv809,5009,16,"daisy is strong-willed and set in her ways , and , from the outset , she is utterly opposed to the idea of having a chauffeur .",pos
2,cv244,21649,11,"the whole portal thing , isn't just a toy , in fact , it becomes cusack's dream .",pos
8,cv896,16071,15,"although boone is only in a dead-end job as a gardener of people's homes , whale views him as the ideal man , not only one that is good-looking , even though it is this attraction that first begins his feelings , but one that will actually listen to him .",pos
5,cv519,14661,69,"the story is extremely vague in its details , allowing viewers to think for themselves about the meaning .",pos
3,cv392,11458,8,"remarkably enough , most of the movie is played for laughs .",pos
4,cv469,20630,3,"the dark and stormy nights , the lightning bolts , the charnel houses of spare body parts , the laboratory where victor frankenstein stirs his steaming cauldron of life are effectful .",pos
0,cv042,10982,2,"it's a trait associated with what my brother calls "" too good for this world "" movies , like phenomenon or powder .",pos
0,cv078,14730,21,"sadly , though , the film is practically over when the film is in full steam .",pos
6,cv639,10308,43,"having seen all of them more than once ( yes , i've seen this twice already ) , you can tell i adore them .",pos
4,cv496,10530,15,"they also partake in a cool dance contest and end up twisting to the chuck berry classic "" you never can tell "" .",pos
5,cv505,12090,10,sex and violence are inextricably linked .,pos
8,cv848,10036,1,"midnight in the garden of good and evil is an eastwood-directed film clint isn't even in , and it's damn good .",pos
5,cv560,17175,41,it only feels like half of that .,pos
7,cv780,7984,14,"throughout the film , the formulaisms one often sees is romantic-comedy are given little twists , and the result is a film which is compelling all the way to its somewhat unorthodox conclusion .",pos
3,cv334,10001,38,"some of the model heads look appaling fake , and quatto is a major disappointment .",pos
7,cv719,5713,7,"beginning with their final arrest , the film goes back to trace the relationship between chris ( luke perry ) , a policeman , and pam ( ashley judd ) , a factory worker .",pos
4,cv411,15007,35,"princess is arrested by imperial warlord darth vader ( played by david prowse and voice by james earl jones ) , but the information is being sent to nearby desert planet of tatooine via two humanoid robots - c3po ( anthony daniels ) and r2d2 ( kenny baker ) .",pos
8,cv810,12458,3,"for people who actually had to live in that period , it was the gloomy decade , marked by lost ideals of 1968 , rampant inflation and unemployment , international terrorism , fuel crisis and loss of faith in almost anything that previous generation stood for .",pos
9,cv990,11591,3,"when those observers are joel and ethan coen , the surreal becomes bizarre .",pos
8,cv812,17924,21,"the second storyline starts at the same moment as ronna's story , but this time the camera chooses to follow simon instead .",pos
6,cv679,28559,24,"and everyone else , too .",pos
7,cv708,28729,3,to save princess fiona ( cameron diaz ) from a tower surrounded by molten flame and protected by a dragon so she can become farquaad's bride .,pos
9,cv919,16380,9,"costner's nameless character , a wandering actor , rides in from the vast wasteland and is soon shanghaied into the service of general bethlehem ( will patton ) , a former copy-machine salesman turned bandit king .",pos
8,cv866,29691,36,screened at the 2001 new york film festival ( feature coming soon ) .,pos
3,cv328,10373,7,"it's gonna stink ! ) , or the director ( who ?",pos
4,cv401,12605,59,"a little more attention to dialogue would not have gone astray , and cameron himself is to blame ( he wrote the script ) .",pos
0,cv007,4968,1,and she was shocked to hear that i actually liked it .,pos
8,cv873,18636,15,the downside to spending so much time with william is that we don't get to see enough of anna to make their relationship whole and plausible .,pos
1,cv106,16807,15,his demeanor also puts his relationship with a local townsgirl ( sissy spacek ) at risk .,pos
3,cv380,7574,3,yuck .,pos
4,cv475,21692,8,you really can't meet a person on this green earth who has not seen 'clerks' .,pos
6,cv684,11798,0,there seem to be two reactions to dark city .,pos
3,cv312,29377,9,""" shrek "" takes great pleasure in lampooning fairy tales and nursery rhymes of all sorts , and reserves a few delightful knocks at disney in the bargain .",pos
0,cv028,26746,48,"and it's already time to look forward to "" blair witch 3 "" .",pos
2,cv211,9953,15,aliens begins 57 years after alien ended .,pos
1,cv115,25396,25,"there are references to "" the great escape , "" obviously , and "" stalag 17 . """,pos
1,cv158,10390,37,you'll have a gay old time .,pos
4,cv446,11353,17,"alas , movies these days generally have no such ambition to pull the audience's strings in ways which might make the uncomfortable .",pos
8,cv800,12368,9,"nine years later , we are informed that he is now the mayor of a town called vigo ; nobody knows his real name , and that he is wanted for skipping his parole nine years ago .",pos
7,cv791,16302,35,( an example that comes to mind is his pep talk before looting the store . ),pos
4,cv437,22849,27,it doesn't look like a place worth even thinking about .,pos
4,cv452,5088,7,"ramius has strict orders just to test the submarine , but he has other ideas .",pos
8,cv874,11236,31,"meanwhile , the state used these same ideas to prop up their regimes ; the king was often head of the religion and therefore sanctioned by heaven .",pos
9,cv987,6965,6,well put .,pos
9,cv907,3541,8,exotica reaches a whole new dimension using this technique .,pos
5,cv504,29243,7,rush hour 2 turns the tables on the first film in that here it's carter who gets the two of them into trouble and lee who winds up having to get them out .,pos
6,cv625,12440,7,"i had expected this movie to be more of a drama than a thriller , but i was mistaken .",pos
6,cv658,10532,37,it only takes her a second to realize that she is delivering that statement while looking as if she just left a wet t-shirt contest .,pos
4,cv408,5297,8,"for their big screen outing , the producers have chosen "" this island earth "" , a 1954 classic , and one of the first sf films to have a special effects budget larger than the average grocery bill .",pos
0,cv097,24970,46,"eventually it'll probably become cliche , but right now we've got a winner .",pos
1,cv120,4111,25,"he plays jimmy , a burned out teenager who becomes addicted to suzanne's sexual favors .",pos
1,cv140,7479,6,"figuring into all of this are new york cabbie korben dallas ( bruce willis ) ; a shady , southern-drawling entrepreneur by the name of zorg ( the hilariously hammy gary oldman , picking up where he left off in besson's the professional ) ; a priest ( ian holm ) ; and a mysterious creature named leeloo ( milla jovovich ) .",pos
6,cv692,15451,27,"monkeys , kittens , and dogs of various breeds and sizes are some of the new "" urbanites "" that babe befriends , as well as some wonderfully comical pelicans that ferdinand the duck happens to encounter .",pos
0,cv013,10159,9,spielberg gives us a visually spicy and historically accurate real life story .,pos
0,cv021,15838,13,"murray abraham ) , to mess everything up .",pos
7,cv728,16133,40,but my quibbling is not important .,pos
8,cv846,29497,35,"i don't know , somehow it didn't work all that well for me .",pos
6,cv654,18246,18,the state of the art special effects take you into a completely different world .,pos
5,cv594,11039,32,"while the wedding singer only deserves three stars due to artistic merit , grading it on pure enjoyability would give this one four stars .",pos
8,cv839,21467,6,"seeing oscar as someone he could trust , charles asks him to watch his girlfriend , an unpredictable , adventurous girl named amy post ( neve campbell ) , who makes a living by blowing glass .",pos
5,cv530,16212,1,"a veteran of world war ii , and a witness to the pearl harbor bombings , his novels are not only grounded in realism but poetic in nature .",pos
7,cv736,23670,29,"in addition , the survivors are endearing geek tod ( chad e . donella ) , jocky control-freak carter ( kerr smith of `dawson's creek' ) , carter's ditzy girlfriend terry ( amanda detmer ) , the none-too-subtly named billy hitchcock ( seann william scott , supplier of lukewarm comic relief ) and a lone teacher - the emotionally delicate ms . lewton ( kristin cloke ) .",pos
4,cv496,10530,5,it has altered the way films will be viewed .,pos
3,cv328,10373,55,"sadly , these characters are too much the same , except ordell just isn't as impressive , and putting this in the hands of jackson once again is only going to deter from our fond recollections of jules .",pos
6,cv636,15279,5,"the premise of "" child's play "" is that a serial killer named charles lee ray ( brad douriff ) is shot and almost killed by a chicago hard-boiled detective ( chris surrandon - see what happens to some oscar nominees ? ) , and before he dies , utters a voodoo chant that sends his soul directly into a kid's doll called chucky , a doll which has got to be the scariest-looking kid's doll i've ever seen .",pos
1,cv109,21172,4,"here he meets bob ( marvin lee aday , aka meat loaf ) , a cancer-emasculated eunuch with profound gynecomastia .",pos
8,cv802,28664,7,"ulysses everett is a handsome , hair-obsessed petty criminal with a silver tongue and not a lot in the brains department .",pos
3,cv331,8273,30,"as the movie gains speed , foster's acting intensifies and the audience really does experience it with her .",pos
1,cv181,14401,13,"with the help of ben ( oliver platt ) , the local drama teacher and joe's mom's current boyfriend ( before her death ) , he will attempt to locate his dad and get in a little trouble on the way .",pos
5,cv508,16006,27,"hell , i could play that if i had a pair of breasts .",pos
1,cv115,25396,29,"when you consider just how fine a line resides between a funny parody and a redundant one , "" chicken run "" is downright brilliant in its execution .",pos
1,cv193,5416,13,let's just say picasso would be inspired by what blonde does to the cop's ear .,pos
0,cv042,10982,17,lambeau treats will like a son .,pos
0,cv030,21593,26,proceedings also get off on the right foot with the opening with the funniest disclaimer ever .,pos
3,cv326,13295,23,"one more time , see something else .",pos
4,cv436,19179,26,"neither the character nor the performance has the same depth as clarice starling in silence of the lambs , but that's a tough standard to meet .",pos
4,cv422,9381,7,"when his plans to sabotage her latest film fall through , he snaps and psychotically decides to kill her .",pos
9,cv973,10066,31,""" the freezer was a good invention , "" says john , "" but it's not supposed to be used for everything .",pos
2,cv211,9953,11,"perhaps what makes the alien series so impressive is the hero--or heroine , as the case may be .",pos
4,cv468,15228,21,"after leaving egypt , moses comes back to ask ramses to let moses's people go .",pos
8,cv830,6014,8,"glen , the black sheep of a wealthy family ( "" when are you gonna make your daddy proud ?",pos
5,cv597,26360,43,"in an attempt to recreate the interactivity of the film , fox home entertainment has released this wonderful 2-disc dvd set loaded with so many extras that it'll take a good eight hours just to take in the majority of it all .",pos
1,cv177,10367,34,"and being jealous , she cuts lesly down mercilessly .",pos
7,cv789,12136,31,the bottom line ?,pos
1,cv127,14711,8,"maybe it was the above-par performances by the movie's two leads ( jared leto and "" cybil "" actress alicia witt ) .",pos
7,cv728,16133,10,he begins work on a comedy about a boy named romeo and a girl named ethel .,pos
9,cv952,25240,29,department .,pos
3,cv392,11458,14,and don't do violent illegal business with low-life amoral degenerate scum-sucking losers .,pos
7,cv762,13927,20,"the characterization is also weak , displaying weaknesses in building up characters such as the lawyer baldwin ( mcconaughey ) , and especially morgan freeman's abolitionist .",pos
8,cv808,12635,27,"as von bulow , he is brutally evil .",pos
4,cv483,16378,17,"in a way , waking ned devine is exactly like the class of people it presents : warm , friendly , outgoing , and jovial .",pos
8,cv842,5866,3,"because this is a tarantino movie , however , it's not just a case of pull the gun and take the loot , it's a case of a hole being shot through someone's hand , a man on fire jumping out behind the counter and the entire store blowing up as they drive away .",pos
7,cv719,5713,30,"the suburbs , with their miles of white-fenced houses and identikit malls , take on a sense of claustrophobic blankness .",pos
6,cv657,24513,29,this could be because she was given the worst lines in a movie whose major weakness is the script .,pos
1,cv169,23778,51,"the plot itself is not as original as the filmmakers want us to think , since they have virtually sucked out all information from the best science fiction classics , including blade runner and 'dark city' .",pos
2,cv282,6653,0,"ok , let's get one thing straight right away : maximum risk is no battleship potemkin ( although it does have some russians in it ! ) , but it's not too bad , really .",pos
0,cv086,18371,23,"unfortunately , only babies are wanted for adoption , so henderson pledges to take emira to england .",pos
8,cv866,29691,34,they aren't real .,pos
0,cv068,13400,19,"upon orders from his boss , hutter treks to the transylvanian mountains to visit orlock's castle and speak to him about his new home ( which just happens to be right next door to hutter's ) .",pos
6,cv673,24714,9,"it's all an excuse for stone to ratchet up the emotion with false intensity , rather than explore what these situations are really like .",pos
1,cv185,28654,6,tcheky karyo is the devil incarnate in this film .,pos
1,cv130,17083,11,"rushmore seems to go just a little too long but , while it isn't a perfect film , it is a definate must-see for anyone who wants to see that rarity , an american coming-of-age film that actually works well without an excessive amount of sentimentality .",pos
5,cv530,16212,14,"he's an aging soldier who embodies the win-at-all-costs mentality , if only to impress his superior ( john travolta , in a questionable cameo ) .",pos
5,cv520,12295,15,"the main hero was faced against a power-hungry megalomaniac on a remote island , alone against whole army of bad guys .",pos
6,cv642,29867,14,"yes , the brothers even managed to slip a little "" love "" story in here , and despite not truly being developed , i guess it could've been much worse and taken up more time than was provided already .",pos
7,cv732,12245,21,"the film slightly loses its luster during his brief love affair , but it is transitory , and truly only distracting when contrasted with the rest of the film .",pos
4,cv422,9381,3,"political considerations aside , however , this is a delightful lesbian love story as the film takes us on a whirlwind tour of bubbles' romantic entanglements with a naive and virginal young porn starlet dory drawers ( shauny sexton ) .",pos
4,cv435,23110,34,"carter and lesra ( played nicely by shannon , who deserves credit ) are the only real people here ; everyone else is a stereotype .",pos
1,cv199,9629,51,ron epstein,pos
5,cv585,22496,37,"it felt like his character was taken straight out of a "" scooby doo "" episode ; he would have gotten away with it if it wasn't for those annoying little kids .",pos
1,cv104,18134,2,"problem is that the mummy wants to revive his mistress , using evelyn as a sacrifice . . .",pos
5,cv505,12090,54,there's no room for romanticism in the ring with inky black blood staining the canvas .,pos
7,cv712,22920,2,"when i first heard this description , i figured that it was an easy way out of making a bad movie .",pos
1,cv198,18180,2,so what's the problem with 48 hours clones these days ?,pos
8,cv889,21430,11,"somehow someone , or something changes that list and five other people are invited to the party .",pos
0,cv093,13951,9,"we're rooting for him right from the start , and , unlike most films of this genre , bacon doesn't play him as the "" rebel without a clue "" sort .",pos
1,cv113,23102,0,the sheer horrific audacity of the nazi plan to exterminate the jews of europe is almost incomprehensible .,pos
9,cv953,6836,12,something about this movie sparked the imagination of a generation . . . and,pos
7,cv739,11209,12,"the movie boasts a mile-high absurdity level that sometimes threatens to topple over , but thankfully never does .",pos
6,cv604,2230,25,"depalma continues to steal shamelessly from other directors , this time adding scorsese to his repertoire with a point of view tracking shot and a copacabana scene with more than passing resemblances to goodfellas .",pos
3,cv304,28706,34,"alexa vega and daryl sabara make an agreeable brother and sister team , squabbling the way kids do , but coming together when it counts .",pos
5,cv586,7543,7,"the hero , though a prince , is depressed , conflicted and confused .",pos
5,cv569,26381,44,"it is as much a musical film as anything else , as rob's journey is wonderfully portrayed through carefully inserted musical fragments .",pos
2,cv230,7428,14,they did an incredible job and come oscar time ( if they remember ) some notice better be thrown there way .,pos
7,cv786,22497,32,"even if this film is a little too weird for you , it's hard not to congratulate a guy for trying something new and sticking to it .",pos
4,cv420,28795,2,"but why does such a tremendous feat of eye candy have to be weighted down with a problematic story , wooden dialogue and generally uncharismatic voice acting ?",pos
6,cv638,2953,61,"now , i never claimed that mickey and mallory had a perfect relationship , because demonstrably they didn't , and this scene and the ones leading up to it show us this .",pos
8,cv868,11948,24,"he's quiet and pensive , and his eyes are engaging when he speaks his softly-toned words .",pos
2,cv284,19119,41,"not necessarily by leaps and bounds , but since they put out a new film each year , a steady rate of improvement is apparent , and this definitely shows in tarzan .",pos
0,cv003,11664,0,""" jaws "" is a rare film that grabs your attention before it shows you a single image on screen .",pos
7,cv738,10116,8,"watching schindler's list was a powerful , almost spiritual , experience .",pos
8,cv804,10862,23,"the first act is quickly paced , while the second act contains most of the jokes and is the core of the film .",pos
5,cv580,14064,1,he has done films since then such as basic instict and starship troopers .,pos
7,cv794,15868,22,"if i were one of the heads from dimension , i would change this advertising at once , since it is unnecessary and rather deceiving .",pos
4,cv423,11155,8,"and a competitor comes into the neighborhood , trying to take him out of business by providing less expensive prices for everything that is sold in the supermarket .",pos
9,cv925,8969,1,"it is intended to present a realistic picture of what alien contact might be like , to restore a sense of wonder and mystery to the issue of extraterrestrial life , to raise questions about science and faith and how they would be relevant in such a situation , and to tell a personal story of a romance between the astronomer dr . ellie arroway ( jodie foster ) and the religious spokesman palmer joss ( matthew mcconaughey ) .",pos
2,cv207,29284,3,"her teenage son beau , a talented trumpet player with strong prospects of being accepted into wesleyan university's music program , has fallen in with the wrong crowd .",pos
2,cv207,29284,19,"margaret is a devoted mother who is willing to risk everything to protect the ones she loves , and swinton captures every frustration , every fear , every subtle examination and every fervent realization and every nervous oscillation of her being .",pos
4,cv460,10842,5,"of course , since we can rent about a thousand b movies with the same kind of story , hollywood must give that little extra "" oumph "" to get people in theaters .",pos
4,cv460,10842,8,let me explain :,pos
3,cv385,29741,31,[there is one piece of sloppiness few people but me would notice .,pos
3,cv334,10001,29,"ticoton ( most recently seen in con air ) , again , is ok , doing some good action , but getting her emotions all wrong .",pos
6,cv638,2953,54,rather live amid the ice than among modern virtues and other such south-winds !,pos
2,cv292,7282,17,"eventually , kermit and the group make it to hollywood .",pos
9,cv935,23841,10,"in an exclusive four month engagement ( from january 1st to april 30th , 2000 ) , fantasia 2000 can be seen at many imax theaters across the us .",pos
7,cv743,15449,11,"the ants spend all season putting together the offering , a big pile of food that they provide for the grasshoppers .",pos
8,cv873,18636,28,"whereas some films are content to simply put in a caption saying "" eight months later , "" michell presents us with more interesting cues , such as william's walk though his neighborhood while the seasons change around him .",pos
4,cv493,12839,5,"granted , the plot isn't the most elaborate of tales ( alien bad , find alien , kill alien ) , but i can honestly say that i was never once bored during the viewing of this entire picture .",pos
6,cv664,4389,7,"even without the college element , i still decided to watch roommates because i had absolutely nothing to do , unless you count studying for final exams ( and who does ? ) .",pos
2,cv263,19259,18,"the picture ultimately has a healthy , if obligatory , attitude towards safe sex-even at their most libidinous , american pie's protagonists first whip out a condom .",pos
3,cv319,14727,3,its been rumored that this film may be the second most profitable movie of the year !,pos
7,cv746,10147,0,"( dimension films , "" scream 2 "" 's distributor , has asked press to say extremely little -- if anything -- about the film's twisty plot .",pos
9,cv999,13106,30,"meanwhile , christof , the all-seeing creator of truman's world does his best to keep him unaware and happy .",pos
8,cv825,5063,2,"he pines for his ex-girlfriend , faith ( juliette lewis ) , not noticing that another friend , mace ( angela bassett ) really cares for him .",pos
1,cv147,21193,12,"through the flashbacks , we get to see the story of them through both of the character's eyes , and this gives us a strong sense of what their characters are really like , as the story of us has three dimensional , believable main characters .",pos
5,cv545,12014,24,much of the film's success is due to the glowing performance by catherine mccormack in the lead role .,pos
6,cv675,21588,29,the performances are superb .,pos
5,cv509,15888,51,"the script helps with some great lines that are absolutely hilarious , and that always come at the exact right time to keep the audience awake .",pos
0,cv056,13133,16,"highlights include a spectacular cavalry charge on a snow-covered pass ( which , due to the sophistication of today's computer-generated imagery , is hard to tell from the real thing ) , a memorable , show-stopping musical interlude ( "" i'll make a man out of you , "" penned by matthew wilder and david zippel ) , and last but not least , mulan herself .",pos
2,cv290,11084,35,"tappan and joadson are "" abolitionists "" : symbols but not humans .",pos
8,cv853,29233,7,he's used to living as a prisoner and wants to be left alone .,pos
8,cv827,18331,19,"yet , when combined into a whole , the picture which results is absolutely surreal .",pos
2,cv247,13142,0,perhaps it's time for me to say a little about my reading habits .,pos
3,cv310,13091,33,"i enthusiastically recommend the x-files , both for fans and non-fans .",pos
1,cv115,25396,12,"chicken pies , of course .",pos
9,cv905,29114,34,""" hedwig and the angry inch "" may not be for everybody , but the energy of the effort , the songs , the imaginative sets and costumes and a fast steady pace make it a pleasure to watch .",pos
2,cv286,25050,4,the film is based on the screenplay by fellini and tonino guerra and it lacks the plot in usual sense .,pos
7,cv731,4136,30,he's a killer who kills those who are bringing society down .,pos
6,cv663,13019,3,"a girl's parents hear sighing , and think that their daughter mulan ( the name means magnolia ) is dreaming of boys , but actually she's dreading what horrors might befall her old infirm father if he were to be drafted off to battle .",pos
5,cv545,12014,3,"the director , marshall herskovitz , doesn't want to follow the dark and dangerous trail this story could lead down , so he opts for a more genial , livelier , and relatively shallow interpretation .",pos
1,cv124,4122,5,"the project they're busy with is the wedding quilt for hy's granddaughter , finn ( winona ryder ) , who has just become engaged .",pos
1,cv107,24319,1,"it's full of terrible acting , pointless violence , and plot holes yet it remains a cult classic nearly fifteen years after its release .",pos
9,cv905,29114,28,"the popularity of the off-broadway musical and its offshoots have garnered a ready-made audience base for "" hedwig . """,pos
0,cv009,29592,13,"iron monkey is at its heart a hardcore , kung fu action film rather than any kind of drama a la crouching tiger .",pos
2,cv251,22636,24,"anderson allows many of hollywood's best supporting actors to blossom at what they do best , character acting .",pos
9,cv938,10220,4,"but the film , is something else , something original .",pos
1,cv125,9391,15,"the story takes clooney and kidman across the globe , trying to figure out who has the weapons and where they are going with them . clooney",pos
1,cv105,17990,27,"you see , we are supposed to be tricked into thinking that during this scene peter neal is actually an innocent witness who was crouching in the bushes nearby the whole time and spying on the killer's house .",pos
5,cv538,28667,7,"the bet turns out to be a setup for a robbery by a trio of bumbling incompetents - vinnie ( robbie gee ) , sol ( lennie james ) and portly tyrone ( ade ) - that goes miserably awry .",pos
0,cv046,10188,26,macaulay culkin is cute but he isn't much of an actor .,pos
4,cv401,12605,63,"after all , they were throwing oscars at "" titanic "" left , right and centre , but gloria was perhaps the most deserving nominee .",pos
8,cv802,28664,8,"but , he seems like a genius when compared to the simple , sweet delmar and the maladjusted pete , who follow their self appointed leader to a promised treasure of $1 . 2 million .",pos
2,cv226,2618,12,there is some character development during the film .,pos
8,cv894,2068,20,pauly shore just seems to take over the entire screen when he is on with expressions and comments that are hilarious .,pos
8,cv868,11948,38,it's a film that relies on character development and imagery to get the story across--the excellent actors and the professional production values make city of angels one of those rare films that both entertains and instigates thought simultaneously .,pos
6,cv649,12735,10,"all this aside , i was starting to grow a bit restless as the film drew near its one-hour mark , thinking to myself that i wanted something more out of this than just an off-kilter satire of drug culture .",pos
2,cv245,8569,13,"plays the role of a singles' mixer , with everyone vaguely embarrassed to be there yet taking the opportunity to try on new personalities .",pos
2,cv233,15964,0,""" a bug's life "" may not be "" toy story , "" but it's more close than "" antz "" was .",pos
6,cv645,15668,2,"such rude awakening , however , can happen in another direction - conservative people are sometimes forced to discover unpleasant truths about world they live in .",pos
6,cv612,5461,26,let's move on to the real draw of jackie chan movies . . . the,pos
4,cv432,14224,16,"blade uses common notions of vampires and incorporates them into the film , creating an appropriate atmosphere .",pos
3,cv340,13287,18,"along for the ride are richard e . grant as their manager , clifford , and various other characters making quick cameo appearances ( including teriffic british actors like richard briers and stephen fry ) .",pos
3,cv398,15537,38,i think he had two lines .,pos
0,cv007,4968,2,"her reaction was understandable when you consider that the film revolves around molly ringwald , who hasn't made a worthwhile film since 1986 .",pos
7,cv717,15953,12,"but when they return one day from going out , they discover a young woman sitting in the house .",pos
8,cv818,10211,0,"it has been three long years since quentin tarantino stunned the cinema world by claiming the cannes film festival's palme d'or , a $100 million-plus box office gross , and an oscar nomination ? all for his sophomore outing , pulp fiction .",pos
9,cv915,8841,1,"to answer the question , you get director david mirkin's new comedy romy and michele's high school reunion .",pos
3,cv335,14665,38,nothing is spoon-fed to the viewer .,pos
3,cv358,10691,13,the political story is nothing really special but works in itself .,pos
7,cv709,10529,13,"now he spends his time getting robbed by hookers and trying desperatly to pick up women , not so much for the sex , but for the company ; for someone to talk to or spend time with .",pos
4,cv425,8250,1,"but because my reasons for not partaking in religion are different than hers , i can't say that i do exactly .",pos
3,cv340,13287,32,""" spice world "" ( 1998 ) .",pos
8,cv882,10026,35,"and when the film nears an end , it slows down quite a bit , almost getting old .",pos
4,cv405,20399,0,"plot : good ol' texan kid suddenly gets to play first-string quarterback on his high school team's football team , in a town where football is considered religion .",pos
5,cv553,26915,40,"one thing seems clear , though .",pos
3,cv365,11576,50,that's not to say the movie isn't funny .,pos
4,cv457,18453,12,"common complaints range from lack of characterization , weak narrative , poor direction of actors , the dated style , and too much focus over special effects .",pos
5,cv563,17257,30,"it is ironic that joe has trouble prospecting for female clients , but effortlessly attracts men .",pos
8,cv830,6014,10,"he's told ) and filled with bitterness , courts anney and eventually wins her , despite warnings of a violent temper .",pos
